Date,Zone,ID,Station_ID,Unique_ID,Start_time,Stop_time,Meter,Depth,Air_temp,Water_temp,Salinity,Spec_cond,Der_spec_cond,DO,Perc_sat,pH,comments
10/8/2009,E,32,E32,E32NA,NA,11:38:00 AM,YSI 85,0,,14.6,10.2,,,6.5,62,,
10/8/2009,E,32,E32,E32NA,NA,11:38:00 AM,YSI 85,0.38,,14.5,10.2,,,2.8,49,,
10/8/2009,E,55,E55,E55NA,NA,12:00:00 PM,YSI 85,0.29,,15.1,10.2,,,5.8,58,,
10/8/2009,E,158,E158,E158NA,NA,12:25:00 PM,YSI 85,0.25,,16,7.7,,,0.2,2,,
10/8/2009,E,315,E315,E315NA,NA,1:00:00 PM,YSI 85,0.25,,17.2,10.2,,,13.13,149,,
10/8/2009,E,338,E338,E338NA,NA,1:05:00 PM,YSI 85,0.2,,17.7,10.2,,,14.3,,,
9/27/2010,W,729,W729,W7290.444444444444444,10:40:00 AM,11:30:00 AM,YSI Professional Plus 2030 Serial #:10B100845,0.8,,18.2,,15703,,12.27,136,,
9/27/2010,W,570,W570,W5700.489583333333333,11:45:00 AM,12:20:00 PM,YSI Professional Plus 2030 Serial #:10B100846,0.7,,18.6,,15748,,10.01,150,,
9/27/2010,W,402,W402,W4020.569444444444444,1:40:00 PM,2:10:00 PM,YSI Professional Plus 2030 Serial #:10B100847,0.15,,22,9.21,15598,,,,,
9/27/2010,W,369,W369,W3690.59375,2:15:00 PM,2:40:00 PM,YSI Professional Plus 2030 Serial #:10B100848,0.15,,25.5,9.25,15860,,,,,
9/27/2010,W,128,W128,W1280.613194444444445,2:43:00 PM,3:20:00 PM,YSI Professional Plus 2030 Serial #:10B100849,0.22,,23.7,9.2,15741,,,,,
9/28/2010,NW,330,NW330,NW3300.645833333333333,3:30:00 PM,4:06:00 PM,YSI Professional Plus 2030 Serial #:10B100850,,,24.4,9.2,15785,,,,,
9/28/2010,NW,253,NW253,NW2530.40625,9:45:00 AM,10:10:00 AM,YSI Professional Plus 2030 Serial #:10B100851,,,19.1,9.13,15572,,,,,
9/28/2010,NW,238,NW238,NW2380.427083333333333,10:15:00 AM,10:35:00 AM,YSI Professional Plus 2030 Serial #:10B100852,0.5,,19.7,9.17,15615,,,,,
9/28/2010,NW,125,NW125,NW1250.451388888888889,10:50:00 AM,11:15:00 AM,YSI Professional Plus 2030 Serial #:10B100853,,,19.7,9.17,15670,,,,,
9/28/2010,NW,74,NW74,NW740.472222222222222,11:20:00 AM,12:00:00 PM,YSI Professional Plus 2030 Serial #:10B100854,,,20.5,9.15,15625,,,,,
9/28/2010,E,350,E350,E3500.5625,1:30:00 PM,2:00:00 PM,YSI Professional Plus 2030 Serial #:10B100855,0.29,,22,9.09,1553,,,,,
9/28/2010,E,354,E354,E3540.590277777777778,2:10:00 PM,2:30:00 PM,YSI Professional Plus 2030 Serial #:10B100856,0.35,,22,9.09,1553,,,,,
9/28/2010,E,305,E305,E3050.611111111111111,2:40:00 PM,3:05:00 PM,YSI Professional Plus 2030 Serial #:10B100857,0.51,,23.2,9.07,15541,,,,,
9/28/2010,E,50,E50,E500.635416666666667,3:15:00 PM,3:35:00 PM,YSI Professional Plus 2030 Serial #:10B100858,0.6,,22.8,9.09,15558,,,,,
9/28/2010,E,5,E5,E50.652777777777778,3:40:00 PM,3:52:00 PM,YSI Professional Plus 2030 Serial #:10B100859,0.54,,22.7,9.1,15569,,,,,
9/29/2011,W,61,W61,W610.548611111111111,1:10:00 PM,1:55:00 PM,,1.15,,18.1,3.7,6760,,7.53,76.1,,
9/29/2011,W,318,W318,W3180.590277777777778,2:10:00 PM,2:24:00 PM,,0.45,,18.5,4.4,7800,,9.64,105.1,,
9/29/2011,W,503,W503,W5030.606944444444444,2:34:00 PM,2:56:00 PM,,0.61,,17.3,3.7,6770,,5.8,63,,
9/29/2011,W,635,W635,W6350.631944444444444,3:10:00 PM,3:44:00 PM,,1.05,,18.4,3.7,6720,,7.39,79.4,,
9/29/2011,W,668,W668,W6680.658333333333333,3:48:00 PM,4:15:00 PM,,1.05,,18.6,3.7,6710,,8.9,98.6,,
9/30/2011,E,6,E06,E060.409722222222222,9:50:00 AM,10:15:00 AM,,0.75,,18.4,3.2,5900,,1.5,15,,
9/30/2011,E,148,E148,E1480.479166666666667,11:30:00 AM,11:50:00 AM,,0.75,,18.2,3.2,5970,,0.5,4,,
9/30/2011,E,347,E347,E3470.503472222222222,12:05:00 PM,12:30:00 PM,,0.76,,18.2,3.4,6170,,0.1,1.1,,
9/30/2011,E,0,E0,E00.427777777777778,10:16:00 AM,10:48:00 AM,,0.75,,18.5,3.5,6420,,0.22,2.4,,
9/30/2011,E,87,E87,E870.454861111111111,10:55:00 AM,11:15:00 AM,,0.6,,18.2,3.1,5720,,0.31,3.3,,
9/30/2011,NW,315,NW315,NW3150.583333333333333,2:00:00 PM,2:20:00 PM,,0.65,,17.6,3.7,6750,,4.68,50.2,,
9/30/2011,NW,199,NW199,NW1990.607638888888889,2:35:00 PM,3:03:00 PM,,1,,18.3,3.7,6720,,0.2,2.1,,
9/30/2011,NW,63,NW63,NW630.635416666666667,3:15:00 PM,3:40:00 PM,,0.8,,18.3,3.7,6750,,6.4,69,,
9/30/2011,NW,36,NW36,NW360.654861111111111,3:43:00 PM,,,0.95,,18.8,3.7,6710,,7.43,81,,
9/30/2011,NW,74,NW74,NW740.680555555555556,4:20:00 PM,4:45:00 PM,,0.8,,18.6,3.7,6720,,8.71,95,,
9/27/2012,W,239,W239,W239NA,NA,11:00:00 AM,NA,0,,14.9,11.2,18360,,4.19,44.4,,
9/27/2012,W,239,W239,W239NA,NA,11:00:00 AM,NA,0.7,,14.9,11.4,19114,,3.75,39.2,,
9/27/2012,W,102,W102,W1020.465277777777778,11:10:00 AM,11:35:00 AM,NA,0,,15,11.5,19280,,NA,47.5,,
9/27/2012,W,102,W102,W1020.465277777777778,11:10:00 AM,11:35:00 AM,NA,0.38,,NA,NA,NA,,NA,NA,,
9/27/2012,W,78,W78,W780.486111111111111,11:40:00 AM,12:15:00 PM,NA,0,,15.4,11.3,18874,,4.79,51,,
9/27/2012,W,78,W78,W780.486111111111111,11:40:00 AM,12:15:00 PM,NA,0.75,,15.3,11.3,19051,,4.83,51.2,,
9/27/2012,W,25,W5,W5NA,NA,12:45:00 PM,NA,0,,15.9,11.2,18797,,5.31,57.2,,
9/27/2012,W,25,W5,W5NA,NA,12:45:00 PM,NA,0.6,,15.9,11.2,18800,,5.04,54.5,,
9/27/2012,NW,333,NW333,NW3330.565972222222222,1:35:00 PM,1:45:00 PM,NA,0,,16.7,11.2,18774,,5.33,58.3,,
9/27/2012,NW,333,NW333,NW3330.565972222222222,1:35:00 PM,1:45:00 PM,NA,0.3,,NA,NA,NA,,NA,NA,,
9/27/2012,NW,236,NW236,NW2360.576388888888889,1:50:00 PM,2:12:00 PM,NA,0,,16.9,11.1,18772,,3.8,41.6,,
9/27/2012,NW,236,NW236,NW2360.576388888888889,1:50:00 PM,2:12:00 PM,NA,0.58,,NA,NA,NA,,NA,NA,,
9/27/2012,NW,188,NW188,NW188NA,NA,2:38:00 PM,NA,0,,17,11.2,18740,,4.23,46.4,,
9/27/2012,NW,188,NW188,NW188NA,NA,2:38:00 PM,NA,0.4,,NA,NA,NA,,NA,NA,,
9/27/2012,NW,Bridge,,0.458333333333333,11:00:00 AM,12:00:00 PM,NA,0,,NA,NA,NA,,NA,NA,,
9/27/2012,NW,Bridge,,0.458333333333333,11:00:00 AM,12:00:00 PM,NA,0,,NA,NA,NA,,NA,NA,,
9/27/2012,W,440,W440,W4400.413194444444444,9:55:00 AM,10:15:00 AM,NA,0,,14.9,11.2,18730,,5.3,62.5,,
9/27/2012,W,440,W440,W4400.413194444444444,9:55:00 AM,10:15:00 AM,NA,0.95,,14.9,11.2,18754,,5.55,58.6,,
9/27/2012,NW,160,NW160,NW1600.114583333333333,2:45:00 AM,3:15:00 AM,NA,0,,16.8,11.1,18728,,4.97,54.7,,
9/27/2012,NW,160,NW160,NW1600.114583333333333,2:45:00 AM,3:15:00 AM,NA,0.65,,16.7,11.2,18735,,4.99,55,,
9/27/2012,NW,38,NW38,NW380.638888888888889,3:20:00 PM,3:43:00 PM,NA,0,,17,11.1,18710,,4.86,54.5,,
9/27/2012,NW,38,NW38,NW380.638888888888889,3:20:00 PM,3:43:00 PM,NA,0.6,,NA,NA,NA,,NA,NA,,
9/28/2012,E,51,E51,E510.416666666666667,10:00:00 AM,10:12:00 AM,YSI PRO 2030 ,0,,14.3,10.7,18006,,5.07,52.2,,
9/28/2012,E,51,E51,E510.416666666666667,10:00:00 AM,10:12:00 AM,YSI PRO 2030 ,0.3,,NA,NA,NA,,NA,NA,,
9/28/2012,E,86,E86,E860.435416666666667,10:27:00 AM,10:35:00 AM,YSI PRO 2030 ,0,,14.6,17,28377,,4.02,44,,
9/28/2012,E,86,E86,E860.435416666666667,10:27:00 AM,10:35:00 AM,YSI PRO 2030 ,0.25,,NA,NA,NA,,NA,NA,,
9/28/2012,E,296,E296,E2960.472222222222222,11:20:00 AM,11:40:00 AM,YSI PRO 2030 ,0,,14.7,10.8,18111,,4.94,51.7,,
9/28/2012,E,296,E296,E2960.472222222222222,11:20:00 AM,11:40:00 AM,YSI PRO 2030 ,0.35,,NA,NA,NA,,NA,NA,,
9/28/2012,E,349,E349,E3490.489583333333333,11:45:00 AM,NA,YSI PRO 2030 ,0,,14.7,11,18550,,6.6,69,,
9/28/2012,E,349,E349,E3490.489583333333333,11:45:00 AM,NA,YSI PRO 2030 ,0.55,,NA,NA,NA,,NA,NA,,
9/25/2013,W,52,W52,W520.504861111111111,12:07:00 PM,12:30:00 PM,NA,0,,17,12.2,20350,,7.18,80.4,,
9/25/2013,W,52,W52,W520.504861111111111,12:07:00 PM,12:30:00 PM,NA,0.95,,16.2,12,20000,,4.35,42,,
9/25/2013,W,59,W59,W590.490972222222222,11:47:00 AM,12:04:00 PM,YSI PRO 2030,0,,16.6,12.2,20200,,6.6,74,,
9/25/2013,W,59,W59,W590.490972222222222,11:47:00 AM,12:04:00 PM,YSI PRO 2030,0.8,,15.8,12,20100,,5.35,55,,
9/25/2013,W,208,W208,W2080.461805555555556,11:05:00 AM,11:37:00 AM,YSI PRO 2030,0,,17.6,12.5,20900,,9.88,111,,
9/25/2013,W,208,W208,W2080.461805555555556,11:05:00 AM,11:37:00 AM,YSI PRO 2030,0.55,,15.1,12.2,20300,,4.38,44,,
9/25/2013,W,277,W277,W2770.440972222222222,10:35:00 AM,11:02:00 AM,YSI PRO 2030,0,,16.9,12.3,20500,,10.06,109,,
9/25/2013,W,277,W277,W2770.440972222222222,10:35:00 AM,11:02:00 AM,YSI PRO 2030,0.4,,15.8,12.3,20000,,8.5,91,,
9/25/2013,W,408,W408,W4080.416666666666667,10:00:00 AM,10:30:00 AM,YSI PRO 2030,0,,16.6,12,20000,,9.4,100.3,,
9/25/2013,W,408,W408,W4080.416666666666667,10:00:00 AM,10:30:00 AM,YSI PRO 2030,0.4,,15.5,11.9,19800,,5.7,62,,
9/26/2013,NW,16,NW16,NW160.661805555555556,3:53:00 PM,4:10:00 PM,YSI PRO 2030,0,,NA,NA,NA,,NA,NA,,
9/26/2013,NW,16,NW16,NW160.661805555555556,3:53:00 PM,4:10:00 PM,YSI PRO 2030,0.37,,22.2,12.5,20000,,16.5,190,,
9/26/2013,NW,71,NW71,NW710.642361111111111,3:25:00 PM,3:45:00 PM,YSI PRO 2030,0,,22.5,11.2,18850,,11.67,144,,
9/26/2013,NW,71,NW71,NW710.642361111111111,3:25:00 PM,3:45:00 PM,YSI PRO 2030,0.2,,NA,NA,NA,,NA,NA,,
9/26/2013,NW,91,NW91,NW910.619444444444445,2:52:00 PM,3:19:00 PM,YSI PRO 2030,0,,NA,NA,NA,,NA,NA,,
9/26/2013,NW,91,NW91,NW910.619444444444445,2:52:00 PM,3:19:00 PM,YSI PRO 2030,0.35,,20.4,12,20000,,11.76,141,,
9/26/2013,NW,150,NW150,NW1500.597222222222222,2:20:00 PM,2:45:00 PM,YSI PRO 2030,0,,21.2,12.3,20700,,16.55,197,,
9/26/2013,NW,150,NW150,NW1500.597222222222222,2:20:00 PM,2:45:00 PM,YSI PRO 2030,0.55,,20.1,12.6,20700,,14.9,175,,
9/26/2013,NW,323,NW323,NW3230.572916666666667,1:45:00 PM,2:10:00 PM,YSI PRO 2030,0,,NA,NA,NA,,NA,NA,,
9/26/2013,NW,323,NW323,NW3230.572916666666667,1:45:00 PM,2:10:00 PM,YSI PRO 2030,0.25,,22.1,12.1,20415,,16.8,200,,
10/1/2014,NW,314,NW314,NW3140.590277777777778,2:10:00 PM,2:19:00 PM,YSI Pro 2030,0,,21,5.6,9947,,12.3,143,,
10/1/2014,NW,314,NW314,NW3140.590277777777778,2:10:00 PM,2:19:00 PM,YSI Pro 2030,0.55,,20.8,5.6,9915,,12.2,140,,
10/1/2014,NW,323,NW323,NW3230.572916666666667,1:45:00 PM,2:05:00 PM,YSI Pro 2030,0,,21.1,5.6,9955,,10.9,127,,
10/1/2014,NW,323,NW323,NW3230.572916666666667,1:45:00 PM,2:05:00 PM,YSI Pro 2030,0.5,,21.1,5.6,9913,,9.4,109,,
10/1/2014,NW,334,NW334,NW3340.552777777777778,1:16:00 PM,1:42:00 PM,YSI Pro 2030,0,,20.6,5.6,9907,,12.6,142,,
10/1/2014,NW,334,NW334,NW3340.552777777777778,1:16:00 PM,1:42:00 PM,YSI Pro 2030,0.5,,20.5,5.6,9897,,11.8,135,,
10/1/2014,W,29,W29,W290.482638888888889,11:35:00 AM,12:02:00 PM,YSI Pro 2030,0,,18.8,5.6,9888,,10.9,121,,
10/1/2014,W,29,W29,W290.482638888888889,11:35:00 AM,12:02:00 PM,YSI Pro 2030,0.9,,18.7,5.6,9907,,6.1,68,,
10/1/2014,W,78,W78,W780.506944444444444,12:10:00 PM,12:33:00 PM,YSI Pro 2030,0,,19.8,3.4,6178,,13.2,148,,
10/1/2014,W,78,W78,W780.506944444444444,12:10:00 PM,12:33:00 PM,YSI Pro 2030,0.9,,19.2,5.6,9957,,10.2,115,,
10/1/2014,W,312,W312,W3120.4625,11:06:00 AM,11:25:00 AM,YSI Pro 2030,0,,18.4,4.3,7716,,10.4,114,,
10/1/2014,W,312,W312,W3120.4625,11:06:00 AM,11:25:00 AM,YSI Pro 2030,0.8,,18.4,5.6,9898,,10.1,111,,
10/1/2014,W,589,W589,W5890.445833333333333,10:42:00 AM,10:57:00 AM,YSI Pro 2030,0,,18.7,4.3,7708,,9.9,108,,
10/1/2014,W,589,W589,W5890.445833333333333,10:42:00 AM,10:57:00 AM,YSI Pro 2030,0.75,,18.6,5.6,9891,,9.4,104,,
10/1/2014,W,710,W710,W7100.415277777777778,9:58:00 AM,10:28:00 AM,YSI Pro 2030,0,,8.1,4.9,8765,,8.2,90,,
10/1/2014,W,710,W710,W7100.415277777777778,9:58:00 AM,10:28:00 AM,YSI Pro 2030,0.9,,8.1,5.6,9898,,7.6,83,,
10/2/2014,E,14,E14,E140.482638888888889,11:35:00 AM,11:55:00 AM,YSI Pro 2030,0,,20.3,5.5,9827,,4.2,48,,
10/2/2014,E,14,E14,E140.482638888888889,11:35:00 AM,11:55:00 AM,YSI Pro 2030,0.5,,20.4,5.5,9819,,2.0,23,,
10/2/2014,E,104,E104,E1040.395833333333333,9:30:00 AM,9:50:00 AM,YSI Pro 2030,0,,17.3,5.5,9713,,0.0,0,,
10/2/2014,E,104,E104,E1040.395833333333333,9:30:00 AM,9:50:00 AM,YSI Pro 2030,0.4,,17.4,5.5,9761,,0.0,0,,
10/2/2014,E,120,E120,E1200.413194444444444,9:55:00 AM,10:05:00 AM,YSI Pro 2030,0,,18.5,5.3,9482,,0.2,3,,
10/2/2014,E,120,E120,E1200.413194444444444,9:55:00 AM,10:05:00 AM,YSI Pro 2030,0.55,,18.8,5.3,9457,,0.0,0,,
10/2/2014,E,268,E268,E2680.430555555555556,10:20:00 AM,10:40:00 AM,YSI Pro 2030,0,,17.5,5.6,9913,,2.5,28,,
10/2/2014,E,268,E268,E2680.430555555555556,10:20:00 AM,10:40:00 AM,YSI Pro 2030,0.8,,17.3,5.6,9887,,1.2,13,,
10/2/2014,E,312,E312,E3120.451388888888889,10:50:00 AM,11:20:00 AM,YSI Pro 2030,0,,19.1,5.6,9867,,9.4,105,,
10/2/2014,E,312,E312,E3120.451388888888889,10:50:00 AM,11:20:00 AM,YSI Pro 2030,0.75,,19.2,5.6,9889,,8.6,96,,
10/2/2014,NW,96,NW96,NW960.590972222222222,2:11:00 PM,2:45:00 PM,YSI Pro 2030,0,,20.8,5.6,9924,,8.4,96,,
10/2/2014,NW,96,NW96,NW960.590972222222222,2:11:00 PM,2:45:00 PM,YSI Pro 2030,0.5,,20.8,5.6,9933,,8.2,95,,
10/2/2014,NW,197,NW197,NW1970.5625,1:30:00 PM,2:00:00 PM,YSI Pro 2030,0,,19.7,5.6,9946,,11.1,126,,
10/2/2014,NW,197,NW197,NW1970.5625,1:30:00 PM,2:00:00 PM,YSI Pro 2030,0.85,,19.2,5.6,9927,,10.3,115,,
12/3/2014,E,Car Bridge,CAR BRIDGE,CAR BRIDGE0.572916666666667,1:45:00 PM,2:15:00 PM,YSI Pro 2030,0,,14.8,0.1,,,7.2,71,,
12/3/2014,E,Car Bridge,CAR BRIDGE,CAR BRIDGE0.572916666666667,1:45:00 PM,2:15:00 PM,YSI Pro 2030,1,,,0.2,270,,6.8,67,,
12/3/2014,W,Pedestrain Bridge,PEDESTRAIN BRIDGE,PEDESTRAIN BRIDGE0.625,3:00:00 PM,3:30:00 PM,YSI Pro 2030 (SN 13K100255),0,,15.4,3.6,6530,,10.8,110,,
12/3/2014,W,Pedestrain Bridge,PEDESTRAIN BRIDGE,PEDESTRAIN BRIDGE0.625,3:00:00 PM,3:30:00 PM,YSI Pro 2030 (SN 13K100255),1.5,,14.8,3.8,6900,,8.7,88,,
9/23/2015,NW,162,NW162,NW162NA,NA,2:45:00 PM,,0.45,,25.6,12.9,21493,,17.1,241,,
9/23/2015,NW,182,NW182,NW1820.575694444444444,1:49:00 PM,,,0.58,,20.2,13.3,22283,,8.8,102,,
9/23/2015,NW,303,NW303,NW3030.552083333333333,1:15:00 PM,1:40:00 PM,,0.29,,18.7,14.1,,,8.8,,,
9/23/2015,W,24,W24,W240.498611111111111,11:58:00 AM,,,0.26,,21.4,13.2,22169,,22.4,28,,
9/23/2015,W,191,W191,W1910.479166666666667,11:30:00 AM,11:47:00 AM,,0.6,,17.6,13.1,21662,,6.3,71,,
9/23/2015,W,403,W403,W4030.465277777777778,11:10:00 AM,,,0.87,,23,11.1,18734,,4.5,57,,
9/23/2015,W,431,W431,W4310.447916666666667,10:45:00 AM,11:06:00 AM,YSI,0.48,,17.3,13.4,22150,,8.1,89,,
9/23/2015,W,483,W483,W4830.420138888888889,10:05:00 AM,10:40:00 AM,YSI Pro 2030,0,,,,,,7.0,,,
9/23/2015,W,483,W483,W4830.420138888888889,10:05:00 AM,10:40:00 AM,YSI Pro 2030,0.58,,16.7,12.9,21480,,6.0,67,,
9/24/2015,E,29,E29,E290.451388888888889,10:50:00 AM,11:15:00 AM,,0.47,,18.5,13.2,21880,,6.8,80,,
9/24/2015,E,241,E241,E2410.570833333333333,1:42:00 PM,2:00:00 PM,,0.3,,,13,21655,,7.1,95,,
9/24/2015,E,280,E280,E2800.553472222222222,1:17:00 PM,,,0.4,,,12.2,20444,,5.4,71,,
9/24/2015,E,313,E313,E3130.538194444444444,12:55:00 PM,,,0.52,,20.6,13.2,21922,,8.2,99,,
9/24/2015,E,355,E355,E3550.517361111111111,12:25:00 PM,,,0.5,,,13.6,22390,,10.6,130,,
9/24/2015,NW,125,NW125,NW1250.427083333333333,10:15:00 AM,10:33:00 AM,YSI Pro 2030,0.58,,18.1,13.1,21710,,7.2,78,,
9/24/2015,NW,141,NW141,NW1410.40625,9:45:00 AM,10:05:00 AM,YSI Pro 2030,0.53,,18.1,13,21560,,5.2,53,,
10/17/2016,W,646,W646,W6460.423611111111111,10:10:00 AM,10:45:00 AM,YSI Pro 2030,0,,16.7,6.9,11989,,9.3,95,,
10/17/2016,W,646,W646,W6460.423611111111111,10:10:00 AM,10:45:00 AM,YSI Pro 2030,0.49,,16.7,7,12202,,8.8,86,,
10/17/2016,W,423,W423,W4230.455555555555556,10:56:00 AM,11:20:00 AM,YSI Pro 2030,0,,16.6,7.1,12236,,11.5,122,,
10/17/2016,W,423,W423,W4230.455555555555556,10:56:00 AM,11:20:00 AM,YSI Pro 2030,1,,16.5,7,12207,,10.7,113,,
10/17/2016,W,301,W301,W3010.479166666666667,11:30:00 AM,11:50:00 AM,YSI Pro 2030,0,,20.8,6,11274,,9.6,110,,
10/17/2016,W,301,W301,W3010.479166666666667,11:30:00 AM,11:50:00 AM,YSI Pro 2030,0.8,,19.9,6.5,11304,,9.1,105,,
10/17/2016,W,271,W271,W2710.496527777777778,11:55:00 AM,12:10:00 PM,YSI Pro 2030,0,,17.1,7,12191,,11.5,124,,
10/17/2016,W,271,W271,W2710.496527777777778,11:55:00 AM,12:10:00 PM,YSI Pro 2030,0.7,,16.4,7.1,12267,,11.9,105,,
10/17/2016,W,96,W96,W960.517361111111111,12:25:00 PM,12:50:00 PM,YSI Pro 2030,0,,18.1,7,12402,,12.6,137,,
10/17/2016,W,96,W96,W960.517361111111111,12:25:00 PM,12:50:00 PM,YSI Pro 2030,0.75,,17.7,7.4,12870,,9.2,104,,
10/17/2016,NW,222,NW222,NW2220.576388888888889,1:50:00 PM,2:20:00 PM,YSI Pro 2030,0,,19.2,7,12146,,12.1,136,,
10/17/2016,NW,222,NW222,NW2220.576388888888889,1:50:00 PM,2:20:00 PM,YSI Pro 2030,0.71,,19.1,7,12264,,11.9,135,,
10/17/2016,NW,136,NW136,NW1360.604166666666667,2:30:00 PM,2:50:00 PM,YSI Pro 2030,0,,18.7,6.9,12084,,10.8,115,,
10/17/2016,NW,136,NW136,NW1360.604166666666667,2:30:00 PM,2:50:00 PM,YSI Pro 2030,0.55,,18.6,7,12107,,10.8,115,,
10/17/2016,NW,75,NW75,NW750.621527777777778,2:55:00 PM,3:15:00 PM,YSI Pro 2030,0,,18.9,6.9,12079,,10.1,108,,
10/17/2016,NW,75,NW75,NW750.621527777777778,2:55:00 PM,3:15:00 PM,YSI Pro 2030,0.49,,18.7,6.9,12088,,10.1,108,,
10/17/2016,NW,43,NW43,NW430.645833333333333,3:30:00 PM,3:48:00 PM,YSI Pro 2030,0,,18.8,6.9,12066,,12.8,145,,
10/17/2016,NW,43,NW43,NW430.645833333333333,3:30:00 PM,3:48:00 PM,YSI Pro 2030,0.82,,18.8,6.9,12066,,11.1,128,,
10/17/2016,NW,358,NW358,NW3580.666666666666667,4:00:00 PM,4:25:00 PM,YSI Pro 2030,0,,18.6,7.1,12420,,14.1,156,,
10/17/2016,NW,358,NW358,NW3580.666666666666667,4:00:00 PM,4:25:00 PM,YSI Pro 2030,0.55,,18.2,7.2,12470,,13.4,149,,
10/18/2016,E,358,E358,E3580.420138888888889,10:05:00 AM,10:35:00 AM,YSI Pro 2030,0,,17,6.8,11916,,10.7,108,,
10/18/2016,E,358,E358,E3580.420138888888889,10:05:00 AM,10:35:00 AM,YSI Pro 2030,0.81,,16.8,6.9,12006,,10.7,108,,
10/18/2016,E,353,E353,E3530.444444444444444,10:40:00 AM,10:55:00 AM,YSI Pro 2030,0,,17,6.8,11916,,10.7,108,,
10/18/2016,E,353,E353,E3530.444444444444444,10:40:00 AM,10:55:00 AM,YSI Pro 2030,0.75,,16.8,6.9,12006,,10.7,108,,
10/18/2016,E,231,E231,E2310.459722222222222,11:02:00 AM,11:20:00 AM,YSI Pro 2030,0,,17.7,6.5,11401,,9.7,105,,
10/18/2016,E,231,E231,E2310.459722222222222,11:02:00 AM,11:20:00 AM,YSI Pro 2030,0.62,,17.3,6.8,11900,,9.1,99,,
10/18/2016,E,130,E130,E1300.482638888888889,11:35:00 AM,11:57:00 AM,YSI Pro 2030,0,,16.2,3.7,15497,,7,70,,
10/18/2016,E,130,E130,E1300.482638888888889,11:35:00 AM,11:57:00 AM,YSI Pro 2030,1.1,,17.4,6.8,11900,,1,10,,
10/18/2016,E,26,E26,E260.510416666666667,12:15:00 PM,12:37:00 PM,YSI Pro 2030,0,,18.4,6.8,11777,,10.7,119,,
10/18/2016,E,26,E26,E260.510416666666667,12:15:00 PM,12:37:00 PM,YSI Pro 2030,0.45,,18.1,6.8,11913,,9.7,108,,
10/2/2017,W,375,W375,W3750.410416666666667,9:51:00 AM,10:15:00 AM,YSI Pro 2030,0,,16.5,5.4,9618,,6.94,73.4,,
10/2/2017,W,375,W375,W3750.410416666666667,9:51:00 AM,10:15:00 AM,YSI Pro 2030,0.9,,16.3,5.4,9612,,6.52,68.7,,
10/2/2017,W,319,W319,W3190.434027777777778,10:25:00 AM,10:40:00 AM,YSI Pro 2030,0,,16.6,5.4,9621,,7.62,80.9,,
10/2/2017,W,319,W319,W3190.434027777777778,10:25:00 AM,10:40:00 AM,YSI Pro 2030,1,,16.4,5.4,9624,,6.71,70.8,,
10/2/2017,W,284,W284,W2840.454861111111111,10:55:00 AM,11:10:00 AM,YSI Pro 2030,0,,16.7,5.4,9632,,6.37,67.6,,
10/2/2017,W,284,W284,W2840.454861111111111,10:55:00 AM,11:10:00 AM,YSI Pro 2030,0.9,,16.5,5.4,9630,,6.03,63.8,,
10/2/2017,W,92,W92,W920.46875,11:15:00 AM,11:38:00 AM,YSI Pro 2030,0,,17.3,5.4,9647,,9.02,97.1,,
10/2/2017,W,92,W92,W920.46875,11:15:00 AM,11:38:00 AM,YSI Pro 2030,0.95,,16.8,5.5,9684,,7.24,77.2,,
10/2/2017,W,149,W149,W1490.489583333333333,11:45:00 AM,12:07:00 PM,YSI Pro 2030,0,,18.9,5.4,9639,,10.7,118.9,,
10/2/2017,W,149,W149,W1490.489583333333333,11:45:00 AM,12:07:00 PM,YSI Pro 2030,0.2,,18.7,5.4,9638,,7.79,86.2,,
10/2/2017,NW,325,NW325,NW3250.541666666666667,1:00:00 PM,1:26:00 PM,YSI Pro 2030,0,,19.1,5.4,9650,,9.25,103.3,,
10/2/2017,NW,325,NW325,NW3250.541666666666667,1:00:00 PM,1:26:00 PM,YSI Pro 2030,0.65,,19.1,5.5,9709,,9.13,101.9,,
10/2/2017,NW,303,NW303,NW3030.563888888888889,1:32:00 PM,2:00:00 PM,YSI Pro 2030,0,,18.5,5.5,9733,,9.5,104.8,,
10/2/2017,NW,303,NW303,NW3030.563888888888889,1:32:00 PM,2:00:00 PM,YSI Pro 2030,0.5,,18.5,5.5,9691,,9.26,102.1,,
10/2/2017,NW,241,NW241,NW2410.59375,2:15:00 PM,2:35:00 PM,YSI Pro 2030,0,,20.7,5.5,9701,,11.01,126.7,,
10/2/2017,NW,241,NW241,NW2410.59375,2:15:00 PM,2:35:00 PM,YSI Pro 2030,0.65,,19.3,5.5,9674,,9.64,108.1,,
10/2/2017,NW,87,NW87,NW870.55,1:12:00 PM,1:33:00 PM,YSI Pro 2030,0,,19.7,5.3,9441,,9.2,103.7,,
10/2/2017,NW,87,NW87,NW870.55,1:12:00 PM,1:33:00 PM,YSI Pro 2030,0.55,,19.4,5.3,9448,,7.96,89.3,,
10/2/2017,NW,219,NW219,NW2190.611111111111111,2:40:00 PM,3:10:00 PM,YSI Pro 2030,0,,19.8,5.5,9684,,10.23,115.9,,
10/2/2017,NW,219,NW219,NW2190.611111111111111,2:40:00 PM,3:10:00 PM,YSI Pro 2030,0.55,,19.1,5.4,9645,,9.71,108.3,,
