time,latitude,longitude_deg_east,u_mean_ms,v_mean_ms,uv_mag_mean_ms
2022-05-17T12:00:00Z,37.5,237.5,3.6302404,-7.7646084,8.959484
2022-06-17T00:00:00Z,37.5,237.5,3.442843,-6.5581183,7.884349
2022-07-17T12:00:00Z,37.5,237.5,5.9893312,-6.7039385,9.140175
2022-08-17T12:00:00Z,37.5,237.5,5.0263295,-5.976834,7.966601
2022-09-17T00:00:00Z,37.5,237.5,2.425474,-3.95745,5.9995055
2022-10-17T12:00:00Z,37.5,237.5,2.523388,-3.861361,5.0688562
2022-11-17T00:00:00Z,37.5,237.5,0.38450268,-1.7867815,4.0067005
2022-12-17T12:00:00Z,37.5,237.5,0.99005324,1.2534702,3.8259387
2023-01-17T12:00:00Z,37.5,237.5,0.09936578,2.9091744,8.023048
2023-02-16T00:00:00Z,37.5,237.5,1.8393096,-1.4864684,5.7761426
2023-03-17T12:00:00Z,37.5,237.5,2.168823,0.12728438,6.1742673
2023-04-17T00:00:00Z,37.5,237.5,2.9899898,-5.609236,6.811392
2023-05-17T12:00:00Z,37.5,237.5,4.822088,-4.365684,7.373546
2023-06-17T00:00:00Z,37.5,237.5,5.991339,-5.718396,8.474725
2023-07-17T12:00:00Z,37.5,237.5,5.699338,-7.2588096,9.380562
